Model,Age,Art,Sport,Book/Films,Science,Travel,Cooking,Politics
Mercury Mariner Premier I4 AWD 4dr SUV,45,0,1,1,1,0,0,0
Subaru Outback 2.5i,23,0,0,1,0,1,0,1
Jeep Cherokee Latitude,51,0,1,1,1,1,0,0
Hyundai Sonata SEL Plus,50,1,1,1,0,1,1,1
Subaru Forester Base (CVT),24,1,0,1,0,1,0,1
INFINITI Q50 3.0T Sport,32,1,0,1,1,1,1,0
BMW 128 128i,29,1,0,1,1,1,1,1
Ford Bronco Sport Big Bend,54,0,0,0,1,1,0,0
Volkswagen Tiguan 2.0T,33,1,1,1,0,1,1,1
BMW X5 sDrive40i,19,0,0,0,1,0,0,0
Subaru Crosstrek 2.0i,29,1,1,0,0,1,1,1
BMW 428 i xDrive,41,1,1,1,1,0,1,1
Volkswagen Passat 2.0T S,45,0,0,0,1,0,0,1
Toyota Supra 3.0,28,1,0,0,0,1,1,1
Subaru Outback Touring XT,54,1,0,1,1,0,1,0
Jaguar F-PACE 25t Premium,49,0,0,0,1,0,1,1
Toyota 4Runner SR5 4WD,31,0,1,1,0,0,0,1
BMW M235 Gran Coupe i xDrive,57,1,0,0,0,1,1,1
Toyota Prius Three,39,0,0,1,0,1,0,0
Toyota Tacoma SR5,29,0,0,0,0,0,1,0
Lincoln MKZ Reserve I,23,0,0,0,1,1,1,0
Toyota Prius LE,23,1,1,0,1,1,1,1
Acura RDX w/A-Spec Package,28,1,0,1,0,0,1,0
Mercedes-Benz SL 450 Base,54,0,0,1,1,1,0,0
Audi RS 5 2DR 2.9 TFSI QTRO,29,0,0,0,1,1,1,0
BMW 340 i xDrive,21,1,0,1,1,0,0,1
Toyota Camry XSE,53,0,0,0,0,1,0,0
Toyota Sequoia Platinum,29,0,0,0,1,1,0,1
GMC Terrain SLE,23,1,0,1,1,0,1,1
Ford Focus Titanium,55,1,0,0,1,0,0,0
Jaguar E-PACE SE,23,1,0,1,0,1,0,1
Mazda CX-5 Carbon Edition,42,0,1,1,1,1,1,1
Lincoln MKZ Standard,26,0,0,0,0,1,1,1
BMW X3 sDrive28i,50,1,1,1,0,0,0,1
Toyota Prius Limited,56,1,1,1,0,0,0,0
BMW 435 Gran Coupe i,36,0,1,1,1,1,1,1
Ford Mustang Mach-E Select,31,0,1,1,0,1,0,1
Porsche Cayenne S,38,0,0,0,0,1,1,0
Chevrolet Equinox 2LT,45,1,0,0,0,1,1,1
Mazda CX-5 Grand Touring,53,0,1,0,0,0,0,0
Chevrolet Impala LS Fleet,50,0,0,0,0,1,0,0
Ford EcoSport S,40,0,0,0,0,1,0,1
INFINITI QX50 Luxe,33,1,0,1,0,1,1,1
Tesla Model 3 Long Range,29,0,0,0,0,1,0,0
Nissan 370Z Sport,47,0,0,1,1,0,0,1
Ford Mustang EcoBoost Premium,33,0,0,1,0,1,1,1
RAM 1500 Lone Star,52,1,1,0,0,1,0,1
Chevrolet Suburban 1500 LT,45,1,0,1,1,1,1,0
Honda Odyssey EX-L,51,1,0,1,0,0,1,1
Audi A6 3.0t Sport,47,0,0,1,0,1,1,0
Mercedes-Benz CLA 250 CLA 250,46,1,0,1,0,1,0,1
Subaru Crosstrek 2.0i Premium,21,0,1,1,1,1,1,1
Chevrolet Captiva Sport 2LS,35,0,1,1,0,1,0,1
Cadillac XTS Luxury,31,0,0,0,1,0,1,0
Land Rover Range Rover Velar P380 SE R-Dynamic,23,0,0,0,1,0,1,0
Honda CR-V Touring,23,0,0,0,0,0,0,1
Toyota 4Runner TRD Off Road Premium,60,0,1,1,1,1,1,0
Chrysler 300 S,45,0,0,1,0,0,1,0
Lexus LX 570 Three-Row,51,1,1,1,0,0,0,1
Mercedes-Benz GLE-Class GLE 350 4MATIC,22,0,1,1,0,0,1,0
Lincoln Aviator Black Label AWD,38,1,1,1,0,1,0,1
Chevrolet Tahoe RST,41,0,1,0,1,0,0,1
Chevrolet Silverado 2500 LTZ H/D Crew Cab,48,1,1,1,0,1,0,0
Mercedes-Benz S-Class S 450,25,0,0,1,0,1,1,1
Jeep Wrangler JK Unlimited Sahara,25,0,0,1,0,0,1,1
Mercedes-Benz AMG C 63 Base,60,0,0,0,0,1,1,1
Mercedes-Benz CLS-Class CLS 550,32,0,0,1,0,0,1,0
Ford F-150,28,0,0,1,1,1,1,0
Subaru Outback 2.5i Premium,18,0,0,0,1,0,0,0
Ford Edge Sport,31,1,0,1,0,0,0,0
Toyota 4Runner SR5,18,0,0,0,0,1,0,1
BMW 528 i,33,1,0,1,1,1,1,0
Volkswagen Golf R 2.0T w/DCC & Navigation,45,1,0,1,1,0,0,0
Jeep Grand Cherokee L Overland,36,1,1,0,1,0,1,0
Hyundai Palisade Calligraphy,46,0,1,0,1,1,1,1
Cadillac Escalade Platinum Edition,50,0,1,0,0,1,0,0
Honda Accord LX 1.5T,44,0,0,0,1,0,1,1
Mitsubishi Outlander Sport 2.0 SE,58,1,0,0,1,1,1,0
Ford F-150 Platinum,23,0,1,0,1,1,0,0
GMC Yukon SLT,32,1,0,1,0,1,1,1
Audi Q5 2.0T Prestige,31,0,1,0,0,0,0,0
Honda HR-V EX-L w/Navigation,47,1,1,1,1,0,0,0
BMW X4 M40i,46,0,0,0,0,1,1,0
Land Rover Range Rover Velar P250 HSE R-Dynamic,31,0,1,1,1,1,1,1
Mercedes-Benz GLA-Class GLA 250 4MATIC,50,0,1,0,1,1,1,1
Subaru Forester,39,0,0,0,0,0,1,0
Ford Escape Limited,24,0,1,1,1,0,1,1
Cadillac SRX Luxury Collection,45,1,1,0,0,0,0,1
Lexus IS 350 F Sport,58,1,0,0,1,0,1,1
Audi SQ5 3.0T Premium Plus,24,1,0,0,1,1,0,1
Audi R8 5.2 quattro Plus,41,1,0,0,1,1,1,0
Mazda Mazda6 Sport,31,1,1,0,0,0,0,1
Land Rover Range Rover Velar P380 HSE R-Dynamic,34,0,0,0,1,1,0,0
Ford Mustang V6,36,1,0,0,0,1,1,0
Porsche 718 Boxster Base,23,1,1,0,1,1,1,1
GMC Yukon SLE,30,0,0,1,0,1,1,0
Lexus GX 460 460,51,0,1,1,0,1,0,0
Toyota Venza Limited,27,0,1,0,1,1,1,0
Toyota RAV4 Hybrid Hybrid Limited,36,1,0,0,0,0,1,0
RAM 1500 Classic Warlock,51,1,1,1,0,1,1,1
RAM 1500 Laramie,37,1,1,0,0,0,0,0
Audi A6 2.0T quattro Sport,56,0,1,1,0,0,1,1
Ford F-150 Lariat SuperCab,54,0,0,1,1,1,1,0
Toyota Highlander Base,58,1,1,0,1,0,0,0
Nissan Altima 2.5 S,59,0,1,0,0,1,0,0
Ford F-150 XLT SuperCrew,57,0,0,1,1,0,1,1
Ford Focus SE,36,1,1,1,0,1,0,1
Land Rover Range Rover SV Autobiography Dynamic,54,0,1,1,1,0,1,1
Volkswagen Jetta 1.4T S,21,1,0,0,0,1,0,0
Volvo XC40 T5 R-Design,44,1,1,1,1,0,1,0
Buick Regal Turbo Premium I,43,0,1,1,1,1,0,0
Chrysler 300 Limited,38,1,1,1,1,1,0,1
Toyota Sienna LE Auto Access Seat,27,1,1,1,1,1,1,1
Toyota Highlander Base Plus,47,1,1,0,0,1,0,0
Lexus RX 350 Base (A5),36,1,0,1,0,0,1,1
Chevrolet Traverse Premier,18,0,1,0,1,0,1,0
Audi R8 4.2,45,0,0,1,1,0,0,1
RAM 1500 Classic SLT,43,0,0,1,0,0,0,0
BMW 430 i,60,1,1,0,0,0,0,1
Tesla Model S 75,19,0,0,0,0,0,1,0
BMW X3 sDrive30i,26,1,1,0,0,1,1,1
Dodge Durango R/T,30,1,0,1,1,0,0,1
Chevrolet Silverado 1500 LT,26,1,0,0,1,1,0,1
Porsche Taycan 4S,20,0,1,1,0,1,1,0
Chevrolet Silverado 1500 1LT,27,1,0,0,0,0,0,1
Volkswagen Atlas 3.6L S,27,1,0,0,0,0,0,0
Ford ZX2,26,0,0,1,1,1,1,1
Mercedes-Benz AMG GLC 43 Base 4MATIC,48,0,1,0,1,1,1,1
Nissan Frontier S,21,0,1,1,0,0,0,1
Ford Expedition Max Limited,42,1,0,0,0,1,0,0
Honda Ridgeline RTL-E,43,0,1,0,0,0,1,1
Toyota Camry LE,39,1,0,0,1,1,0,1
Dodge Charger SXT,48,1,0,0,0,0,1,0
Kia Soul +,33,1,1,1,0,1,0,0
Hyundai Veloster Turbo,60,1,1,0,0,1,0,1
Honda Accord Sport 2.0T,44,0,0,1,0,1,0,0
Mercedes-Benz GLE 350 Base 4MATIC,36,1,1,0,0,0,0,0
Land Rover Discovery Sport HSE,59,1,0,1,1,1,1,1
Mercedes-Benz AMG GLE 43 4MATIC Coupe,50,0,0,1,1,0,0,1
GMC Terrain SLT,52,0,0,0,1,1,1,1
Genesis G80 3.8,18,0,0,1,0,0,1,0
Chevrolet Traverse LT Cloth,25,1,1,1,1,1,0,1
Kia Telluride S,20,1,0,1,0,1,1,1
Toyota Corolla XSE,25,0,1,1,0,1,1,1
Kia Optima SX Turbo,59,1,1,0,0,1,0,0
Dodge Charger GT,40,1,0,1,0,1,1,0
Land Rover Range Rover HSE,55,0,1,1,0,1,0,1
Chevrolet Tahoe Z71,23,0,1,0,0,0,1,0
Toyota Highlander LE Plus,22,0,1,0,0,1,1,0
Bentley Continental Flying Spur Speed,36,0,1,0,0,1,1,1
Mercedes-Benz S-Class S 560 4MATIC,52,1,0,0,1,0,0,0
Lincoln Nautilus Select,35,0,0,1,1,1,0,0
Cadillac XT4 Sport,39,0,0,0,1,0,0,0
BMW 435 i,58,1,0,0,1,1,1,0
Acura MDX 3.5L Technology & A-Spec Pkgs,57,0,1,0,1,1,0,1
Toyota Corolla S Plus,57,1,0,1,1,1,0,0
Tesla Model 3 Standard Range Plus,28,0,0,0,0,0,0,1
Mercedes-Benz E-Class E 400 4MATIC,27,0,0,0,1,1,0,0
Ford Ranger Lariat,49,1,1,0,0,1,1,0
Toyota RAV4 Hybrid XLE,60,0,1,0,1,0,1,1
Jaguar F-PACE 35t Premium,18,1,0,0,1,1,1,0
Toyota Tacoma TRD Pro,23,1,0,0,1,0,0,0
Toyota 4Runner Limited Nightshade,49,1,1,1,0,1,0,0
Lexus ES 330 Base (A5),52,1,0,0,0,1,1,0
Acura ILX,36,1,0,1,0,1,1,0
Hyundai Santa Fe SEL Plus 2.4,23,1,1,0,1,0,1,0
Lincoln MKX Select,43,0,1,1,0,0,0,1
Land Rover Range Rover Evoque SE Premium,36,1,1,0,0,0,0,0
Chevrolet Silverado 1500 Custom,51,0,0,1,1,1,1,0
Audi Q8 3.0T Premium,46,1,1,0,0,0,0,0
Audi A4 40 Premium Plus,25,1,0,1,1,1,0,0
Land Rover Range Rover HSE Westminster,18,0,0,1,0,0,1,1
Lamborghini Huracan LP610-4,49,1,0,0,0,0,0,0
Porsche 911 Targa 4,37,0,0,0,1,1,1,1
Jeep Wrangler Unlimited Rubicon,55,1,0,0,0,1,0,1
Land Rover Range Rover Evoque Pure,51,1,0,0,1,0,1,0
GMC Sierra 1500 Denali,32,1,0,1,0,0,1,0
Lincoln Aviator Reserve AWD,27,0,1,1,0,1,1,0
Ford Explorer XLT,33,0,0,1,0,1,0,0
Volvo S60 T5 Momentum,24,0,1,1,0,1,0,0
Hyundai Santa Fe Ultimate 2.4,55,1,0,0,1,1,1,1
Jeep Cherokee Trailhawk,55,0,0,1,1,1,0,0
Land Rover Range Rover Velar S,34,0,1,1,1,1,0,0
Volvo XC90 T6 Momentum 7 Passenger,37,1,1,1,0,1,1,1
Nissan Rogue Sport S,50,1,1,0,1,0,1,0
Audi Q5 45 Premium,39,0,1,1,1,1,0,0
Lexus LX 570 Base,37,0,1,1,1,0,0,1
Volkswagen Tiguan 2.0T SEL Premium R-Line,55,0,0,1,1,0,1,1
BMW X3 M Competition,29,0,0,0,1,1,0,1
Toyota Camry SE,36,1,1,0,0,1,1,0
Mercedes-Benz A-Class A 220,39,0,0,0,0,1,1,1
Chevrolet Camaro 1LT,50,1,1,1,0,0,0,0
Chevrolet Trailblazer ACTIV,43,0,1,1,1,1,1,0
Land Rover Discovery HSE,33,0,0,1,1,0,0,1
Subaru Ascent Touring 7-Passenger,38,0,1,0,1,0,0,0
Hyundai Tucson Sport,36,1,1,1,0,0,1,0
Land Rover Defender 110 HSE,57,1,0,0,1,0,0,1
Toyota Highlander XLE,38,0,0,1,0,0,0,0
Hyundai Sonata SEL,59,1,0,1,0,1,0,1
Ford Taurus SHO,60,1,0,1,0,1,0,1
Ford F-150 XL,39,1,1,0,1,1,1,1
Audi A6 55 Premium,54,1,1,0,1,0,1,1
Toyota Highlander Limited w/3rd Row,18,0,0,1,1,1,0,1
Mazda Mazda6 Touring,21,1,1,1,0,1,0,0
Mitsubishi Lancer Evolution GSR,50,0,1,1,0,1,0,1
Honda Odyssey Touring Elite,60,0,0,0,1,0,1,0
Maserati Ghibli S,49,1,1,0,0,1,1,0
Ford Mustang Premium,54,0,0,1,1,0,1,0
Volkswagen Passat 2.0T SEL,39,0,1,0,0,0,1,1
Toyota Tundra Limited,29,0,0,1,0,0,0,1
Volkswagen Arteon 2.0T SEL Premium R-Line,48,0,1,0,0,0,1,1
Audi e-tron Prestige,28,0,0,0,1,0,0,1
Toyota Camry XSE V6,25,0,1,0,1,1,0,1
Land Rover Range Rover,28,0,0,1,0,1,1,0
Audi SQ5 3.0T Premium,56,1,0,1,1,0,0,1
Acura MDX 3.5L w/Advance Package,56,0,1,0,1,0,0,1
Mitsubishi Outlander SEL,46,1,1,0,0,0,0,0
Kia Telluride SX,24,1,1,0,0,0,0,0
Land Rover Range Rover Sport 3.0L Supercharged SE,41,0,1,1,0,1,0,1
Lincoln Aviator Reserve RWD,48,1,1,0,0,0,0,1
Kia Sportage S,59,0,0,0,1,0,1,0
Jeep Renegade Sport,20,0,0,1,0,0,1,0
Toyota Corolla L,54,1,1,0,1,1,1,0
Chevrolet Corvette Stingray w/2LT,37,0,1,0,1,1,0,1
Hyundai Elantra Value Edition,32,0,0,0,0,0,1,1
Ford Fusion Hybrid Titanium,44,0,0,1,1,0,1,1
Mercedes-Benz S-Class S 550 4MATIC,46,1,0,0,1,1,0,0
Audi R8 5.2,38,1,1,1,1,0,1,0
Porsche 718 Cayman GTS,54,1,1,1,0,1,1,1
Mazda Mazda3 Touring,19,0,0,0,0,1,1,1
Buick Enclave 2XL,33,0,1,1,0,1,0,0
Mercedes-Benz G-Class G 550 4MATIC,27,1,1,0,0,0,1,0
Ford Explorer Limited,47,0,1,1,1,1,1,0
Kia Soul Base,58,0,1,1,1,1,0,1
Volkswagen Atlas Cross Sport 2.0T SE,20,1,1,0,0,0,1,1
Cadillac XT5 Luxury,54,1,0,0,1,0,1,0
Hyundai Kona SE,47,1,0,0,0,1,1,1
Toyota Sienna XLE Premium,41,1,0,1,1,0,0,1
Subaru Legacy 2.5i Limited,49,1,0,0,1,0,0,0
Chevrolet Blazer RS,52,0,1,0,1,0,1,0
Nissan Maxima 3.5 SR,53,1,0,1,0,0,1,1
BMW X5 M Base,30,1,1,0,1,1,0,1
Dodge Challenger SRT Hellcat,48,0,1,1,0,1,1,0
Cadillac ATS 2.0L Turbo,25,1,1,0,0,0,0,0
Nissan Titan SV,38,1,0,0,1,0,0,0
Ford F-150 Limited,20,0,1,0,0,0,1,0
Volkswagen Atlas 3.6L SEL,40,0,1,0,0,1,0,0
Acura TLX Type S,21,0,1,1,1,1,0,0
Subaru Crosstrek 2.0i Limited,27,0,0,1,0,0,1,0
Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,32,0,1,0,0,0,0,0
BMW M340 i,51,1,0,0,1,1,1,0
Porsche 911 Turbo S,32,0,0,0,1,0,1,1
Ford Mustang GT Premium,52,0,1,0,1,0,0,1
Ford Explorer Base,58,1,1,1,0,0,1,0
MINI Hardtop Cooper,43,0,0,1,0,0,1,0
Nissan Leaf SV,52,1,0,0,1,1,0,0
Porsche 911 Carrera 4 Coupe,33,1,1,0,0,0,1,1
Audi A3 2.0T Premium,39,1,0,0,0,0,0,1
Mercedes-Benz AMG GLE 53 Base,29,0,0,0,1,0,0,0
Mercedes-Benz E-Class E 300 Sport,36,0,1,0,0,1,1,0
Porsche Cayenne GTS,43,1,1,1,1,1,0,1
Honda Accord Sport 1.5T,46,1,1,1,1,0,1,0
Mercedes-Benz GLA 250 Base,26,0,1,0,1,1,0,1
Hyundai Kona EV Ultimate,54,1,0,0,1,1,1,0
Mazda CX-5 Touring,44,0,1,0,1,0,1,0
Acura RDX Technology Package,29,1,0,0,0,1,1,1
Buick LaCrosse CXS,56,1,0,1,0,1,1,0
Audi Q7 55 Premium Plus,27,0,1,1,1,1,1,1
Lexus RX 450h RX 450h,52,0,1,0,0,1,0,0
Jaguar F-PACE 30t Prestige,37,1,1,1,0,0,1,0
INFINITI QX50 ESSENTIAL,48,0,1,1,0,1,1,0
BMW 740 i xDrive,39,1,1,1,0,1,1,1
Kia Seltos SX,58,0,0,0,0,1,0,0
Lexus RX 350 350 PACKAGE!,20,0,1,0,0,1,0,0
Jeep Wrangler JK Sport,37,0,1,1,0,1,1,1
Kia Sportage Nightfall,43,0,0,1,0,0,1,1
Chevrolet Equinox LTZ,45,1,1,1,0,0,0,0
Subaru Impreza Premium,53,1,0,1,0,0,1,0
Audi Q7 45 Premium Plus,57,1,1,0,0,1,0,0
Toyota Avalon XSE,52,1,1,1,0,1,0,1
Kia Telluride LX,25,1,0,1,0,1,1,1
BMW X3 xDrive28i,58,0,0,0,0,0,0,1
Buick Envision Essence,58,1,0,0,0,0,0,0
Volvo XC60 T5 Momentum,22,0,0,1,0,0,0,1
Audi Q8 3.0T Prestige,34,1,0,0,0,1,1,0
Land Rover Range Rover Sport Autobiography,51,0,1,0,0,1,0,0
Toyota Tundra Grade,31,0,1,1,0,1,1,0
Lexus ES 350 ES 350,41,0,1,1,1,1,1,1
Cadillac XT4 Premium Luxury,20,0,1,1,0,0,0,1
Mercedes-Benz AMG GLC 63 S 4MATIC,35,1,0,0,0,1,0,0
Audi Q7 45 Premium,46,1,1,0,1,0,0,1
Mazda Mazda6 i Grand Touring,58,1,1,1,0,0,1,1
Genesis GV70 2.5T,59,1,0,1,1,0,1,0
Volvo S60 T6 R-Design,42,0,1,1,1,1,0,1
Volvo S60 T5 Premier,54,0,1,1,0,1,1,0
Toyota 4Runner TRD Off Road,39,0,0,0,1,1,0,1
Mercedes-Benz GLA 250 4MATIC,48,0,1,1,0,1,0,1
Subaru Legacy 2.5i Sport,36,0,0,1,0,0,1,0
Land Rover Range Rover 5.0L V8 Supercharged,46,0,1,1,0,0,1,1
Nissan Maxima 3.5 Platinum,39,1,1,1,0,1,0,1
GMC Sierra 1500 SLT,34,1,1,0,0,0,1,1
Chevrolet Silverado 1500 LS,27,0,1,0,0,1,1,1
BMW M2 Base,25,1,1,0,0,1,0,1
Honda Pilot Elite,33,1,0,1,1,1,1,0
Volkswagen Taos 1.5T SE,50,1,0,0,1,0,1,1
INFINITI QX30 Premium,44,1,0,1,1,0,0,1
Toyota Highlander LE,24,1,1,1,0,1,1,1
Porsche Cayenne AWD,36,1,1,1,0,1,1,0
Chevrolet Silverado 1500 LTZ,22,1,0,0,0,0,0,0
Toyota Corolla S,32,1,0,0,0,0,0,1
Tesla Model X Long Range,52,0,1,1,1,1,0,0
INFINITI G37 x,30,0,1,0,1,1,0,0
Cadillac CT6 3.6L Premium Luxury,40,1,1,1,1,0,0,0
Mercedes-Benz CLA 250,25,0,1,1,0,1,0,0
Mercedes-Benz GLE-Class GLE 350,53,1,1,0,0,1,1,0
BMW M850 i xDrive,21,1,0,1,1,0,0,0
Porsche 911 Carrera 4S,21,1,0,0,0,0,0,1
Lincoln Continental Select,28,1,0,1,0,0,1,0
Subaru Ascent Premium 7-Passenger,19,1,1,0,0,1,1,0
BMW M240 i,36,1,0,1,0,0,1,0
Cadillac Escalade Sport,53,1,1,0,1,0,1,0
Lincoln MKC Standard,43,0,1,0,1,1,0,1
Audi A5 40 Premium,56,1,1,1,0,0,1,0
BMW X1 xDrive 28i,43,0,0,1,1,0,0,0
GMC Sierra 2500 Denali,50,0,0,1,1,1,1,0
Land Rover Range Rover Sport Supercharged HSE,52,0,0,0,0,0,1,1
INFINITI QX50 Base,55,1,0,0,0,0,1,1
Tesla Model X 100D,56,1,1,0,0,1,1,0
Lincoln Navigator Reserve,38,1,0,1,0,0,0,1
Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC,28,1,0,1,0,1,0,1
Ford Ranger XLT,41,0,0,0,1,0,1,0
Cadillac Escalade ESV Premium Luxury,29,1,1,1,0,0,0,0
Toyota Tundra Platinum,35,0,1,0,0,1,1,0
Hyundai Sonata GLS,55,0,1,1,0,1,0,1
Ford Fusion Titanium,60,1,1,0,1,1,1,0
Chevrolet Tahoe LT,58,0,0,0,1,1,1,1
Ford F-150 King Ranch,31,0,0,1,1,0,0,1
Audi A5 2.0T Premium Plus,53,1,0,1,1,0,1,1
INFINITI Q50 3.0t SENSORY,52,1,0,1,1,1,1,0
Audi Q7 3.0T Premium,18,0,1,1,0,0,0,1
Tesla Model 3 Mid Range,58,0,0,0,1,1,1,1
Audi Q7 3.0T Prestige,25,1,1,0,1,1,0,0
Volkswagen Atlas 3.6 V6 SE w/ Technology,31,0,1,0,1,0,0,1
Land Rover Range Rover Evoque S,34,1,0,1,0,1,1,1
GMC Yukon XL Denali,35,0,0,1,0,0,0,0
Alfa Romeo Giulia Ti,29,0,0,0,1,0,1,1
GMC Yukon Denali,20,0,0,0,1,0,0,1
Acura RDX AcuraWatch Plus Package,44,1,1,1,1,0,1,1
Ford Escape Titanium Hybrid,29,0,0,0,1,1,0,1
Hyundai Palisade SEL,51,1,1,0,1,1,1,0
Buick LaCrosse Premium 1,30,1,1,0,1,0,1,0
Chevrolet Camaro 2SS,49,0,1,0,0,1,1,0
Mazda Tribute i,44,1,0,1,0,1,0,0
Toyota Highlander Limited,50,0,0,1,0,1,0,1
Jaguar XE 35t First Edition,29,0,0,1,0,1,1,0
Land Rover Range Rover 3.0L Turbocharged Diesel Td6,43,1,0,0,0,1,0,1
Honda Civic SE,38,1,0,1,1,0,1,1
BMW X2 M35i,42,1,0,0,0,0,0,1
Acura TLX V6 w/Technology Package,41,0,0,1,0,0,0,1
Subaru Forester Sport,53,1,1,0,0,1,0,0
Toyota Highlander Hybrid LE,32,0,1,1,0,1,0,1
Porsche Taycan Turbo S,21,0,1,0,0,1,1,0
BMW X1 sDrive28i,59,0,1,0,0,0,1,0
Mercedes-Benz GLS 550 Base 4MATIC,39,1,1,1,1,1,0,1
INFINITI Q50 3.0t LUXE,42,0,0,0,0,0,0,1
BMW 320 320i xDrive,43,0,0,0,1,0,0,1
Mercedes-Benz GLK-Class GLK 350,33,0,0,0,0,0,1,0
Acura ILX w/Premium Pkg,50,1,1,0,0,1,0,0
Audi A3 2.0T Prestige,60,0,0,1,0,1,1,0
Subaru Outback Limited XT,27,0,1,0,0,0,1,0
Lincoln Aviator Standard RWD,56,0,1,0,1,0,1,0
Scion tC,54,0,0,1,1,0,1,0
Porsche 911 Carrera 4,38,1,1,1,0,1,1,1
Volkswagen Jetta 1.8T SE,49,1,0,0,1,0,1,0
Maserati Ghibli S Q4,56,1,1,0,1,0,1,0
Lexus ES 350 Premium,60,0,1,0,1,0,1,0
Nissan Armada SL,51,0,0,1,1,1,0,1
Jeep Renegade Altitude,37,0,1,0,1,0,1,0
Honda Odyssey Touring,34,1,0,0,1,0,1,1
Volvo S60 T6 Inscription,48,1,1,1,1,1,0,0
Cadillac XT5 Sport,23,1,1,1,0,0,1,1
Kia Sportage EX,50,0,1,0,1,0,1,0
Land Rover Range Rover Sport 5.0L Supercharged SVR,60,1,1,1,1,0,0,0
Subaru Crosstrek Sport,41,0,0,1,0,1,1,0
Cadillac XT5 Luxury AWD,18,1,1,0,0,1,1,0
BMW X3 xDrive35i,20,1,1,1,1,1,1,1
Buick Enclave Leather,39,0,0,0,0,0,1,1
Audi SQ5 Premium Plus,29,1,1,1,0,1,1,0
Lexus GX 460 Luxury,21,0,0,1,1,1,1,1
BMW X2 xDrive28i,22,0,0,1,0,0,1,0
Audi Q8 3.0T Premium Plus,25,1,0,1,1,1,0,1
Ford Edge ST,44,0,0,1,1,0,1,1
Chevrolet Cruze LS,44,0,1,1,0,0,1,0
Chevrolet Blazer Premier,30,0,0,1,1,0,1,0
BMW X2 sDrive28i,22,0,1,0,0,1,0,1
Chevrolet Silverado 1500 LD LT,28,1,1,0,0,0,0,1
Lexus RC 350 350,49,0,0,0,0,1,1,1
Volkswagen Arteon 2.0T SE R-Line,30,1,1,0,0,1,0,0
Chevrolet Trailblazer LT,59,1,0,1,1,0,1,1
Volvo S60 T5,37,1,0,1,1,0,1,1
Audi A4 2.0T Premium,47,0,0,1,1,0,1,1
BMW 320 i xDrive,27,0,1,0,0,0,0,0
Lexus NX 300,39,0,1,0,1,0,1,1
Toyota Supra 3.0 Premium,40,1,0,1,0,1,0,0
Toyota Tundra 1794,38,0,0,1,1,0,0,0
Acura MDX SH-AWD 7-Passenger,25,0,0,0,1,0,1,1
INFINITI Q50 3.0T Premium,33,1,0,1,1,0,1,1
Mercedes-Benz S-Class S430,51,0,0,1,1,1,0,1
Toyota Prius Four,34,1,0,0,1,0,0,0
Acura TL Technology,49,1,0,0,0,1,0,1
Mazda CX-9 Grand Touring,50,0,1,0,1,0,1,1
Volkswagen Jetta 2.0L S w/Technology,53,1,1,0,1,1,1,0
Honda Civic EX-T,18,1,0,1,0,0,1,1
Volkswagen Tiguan 2.0T SE R-Line Black,25,1,1,1,1,0,0,0
Lexus RX 350 F Sport,25,1,1,0,1,1,0,1
Honda Civic LX,36,0,1,0,0,0,0,0
Mercedes-Benz E-Class E 300 4MATIC Sport,57,1,1,1,0,0,1,1
Mercedes-Benz AMG E 53 Base 4MATIC,19,0,0,0,0,1,0,1
Lexus RX 350L Base,37,0,1,0,1,1,1,0
Land Rover Range Rover P525 HSE Westminster,37,1,1,0,0,0,0,0
Acura TLX Technology,18,1,1,1,1,1,1,0
Ford Explorer Platinum,29,0,1,1,0,1,1,0
Audi S4 3.0T Prestige,52,1,1,1,0,1,0,1
Volvo XC90 T6 Inscription 6 Passenger,24,0,1,0,1,1,1,1
Ford EcoSport SE,26,1,0,1,1,0,1,0
Mazda Mazda3 s Sport,35,1,1,1,0,1,0,1
BMW M340 i xDrive,22,1,0,0,1,0,0,1
Mercedes-Benz E-Class E 300 4MATIC,27,1,1,0,0,0,1,0
Mercedes-Benz E-Class E 300 Luxury,18,1,0,1,0,1,1,0
Volvo XC60 T6 Momentum,22,1,0,0,0,0,0,0
Subaru Forester Limited,21,1,1,0,1,1,1,0
Ford Escape SE,50,1,1,0,0,0,0,1
BMW X7 xDrive50i,45,0,0,0,1,0,0,1
Jaguar E-PACE P250 SE,27,1,0,0,0,0,1,0
Toyota Avalon Hybrid Limited,30,1,0,0,0,1,1,0
Ford Explorer sport,44,0,0,1,1,1,0,1
Mercedes-Benz E-Class E 450,36,1,1,1,0,0,1,1
Hyundai Santa Fe SE 2.4,45,1,1,1,0,0,1,1
Lexus IS 250,55,0,0,0,1,0,0,1
Lexus RX 350,26,0,1,1,0,0,1,0
Lincoln Navigator Select,20,0,0,0,0,1,1,0
Toyota Venza XLE,48,0,0,0,0,0,1,0
Alfa Romeo Giulia Base,57,0,0,0,1,1,0,1
Jeep Grand Cherokee Overland,56,1,1,1,1,1,1,1
Honda Accord EX-L 1.5T,26,1,0,1,1,1,0,0
Audi Q5 2.0T Premium,19,1,1,0,0,1,0,0
Jeep Wrangler Sport,57,0,0,1,0,1,1,0
Mercedes-Benz GLB 250 Base 4MATIC,20,1,0,1,0,0,0,1
BMW 428 i,37,0,0,0,1,1,1,0
